Cricinfo_id,Teams_overview,teams_ov_telugu
11784,"['Cumberland', 'Leicestershire', 'Warwickshire']","కంబర్లాండ్, లైచేస్టర్షిర్, వార్విక్షిక్షిర్"
471202,"['Worcestershire', 'Worcestershire 2nd XI', 'Worcestershire Under-13s', 'Worcestershire Under-14s', 'Worcestershire Under-15s', 'Worcestershire Under-17s']","వొర్సెస్టర్సిటిర్, వోర్సెస్టర్షైర్ 2న్ద్ క్సీ, వొర్సెస్టర్సిటిర్ అండర్ -13స్, వొర్సెస్టర్సిటిర్ అండర్ -14స్, వొర్సెస్టర్సిటిర్ అండర్ -15స్, వొర్సెస్టర్సిటిర్ అండర్ -17స్"
11974,"['England', 'Glamorgan', 'Marylebone Cricket Club', 'Middlesex', 'Oxford MCCU', 'Oxford University']","ఇంగ్లాండ్, గ్లామర్గాన్గాన్, మర్యలేబొన్ క్రికెట్ క్లబ్, మిడ్లెసెక్సెక్స్, ఆక్స్ఫార్డ్ ఎం.సీ.సీ.యూ., ఆక్స్ఫార్డ్ యూనివర్సిటీ"
11790,['Glamorgan'],గ్లామర్గాన్గాన్
216183,"['Durham MCCU', 'England Under-19s', 'Kent', 'Leicestershire', 'Leicestershire 2nd XI', 'Marylebone Cricket Club']","ఇంగ్లాండ్ అండర్ -19స్, దుర్హం ఎం.సీ.సీ.యూ., కెంట్, లైచేస్టర్షిర్, లీసెస్టర్షైర్ 2న్ద్ క్సీ, మర్యలేబొన్ క్రికెట్ క్లబ్"
644045,"['England Under-19s', 'Nottinghamshire 2nd XI']","ఇంగ్లాండ్ అండర్ -19స్, నాటింగ్హామ్షైర్ 2న్ద్ క్సీ"
11927,"['England', 'Essex', 'London County']","ఇంగ్లాండ్, ఎస్సెక్స్, లాండన్ కౌంటి"
12461,"['England', 'England Lions', 'Jamaica Tallawahs', 'Surrey', 'Surrey 2nd XI']","ఇంగ్లాండ్, ఇంగ్లాండ్ లియన్స్, జామైక తాల్లవాహ్స్, సుర్రీ, సర్రే 2న్ద్ క్సీ"
12440,"['Bangalore Royal Challengers', 'Buckinghamshire', 'Derbyshire', 'Rajasthan Royals', 'Saurashtra', 'Surrey']","బంగలోర్ రోయాల్ చల్లెంజర్స్, బక్కింఘంషిరే, డెర్బిషిషిర్, రాజస్థన్ రోయాల్స్, సౌరష్ట్ర, సుర్రీ"
516039,"['England Cricket Board XI', 'England Under-19s', 'Lancashire', 'Lancashire 2nd XI', 'Lancashire Cricket Academy', 'Lancashire Under-13s', 'Lancashire Under-14s', 'Lancashire Under-15s', 'Lancashire Under-17s']","ఇంగ్లాండ్ క్రికెట్ బోర్డ్ క్సీ, ఇంగ్లాండ్ అండర్ -19స్, లంచేషీర్, లాంక్షైర్ 2న్ద్ క్సీ, లంచేషీర్ క్రికెట్ అకాడమీ, లంచేషీర్ అండర్ -13స్"
11855,"['England', 'Lancashire']","ఇంగ్లాండ్, లంచేషీర్"
11788,['Durham'],దుర్హం
12450,"['England', 'England Lions', 'Marylebone Cricket Club', 'Surrey', 'Worcestershire', 'Worcestershire Cricket Board']","ఇంగ్లాండ్, ఇంగ్లాండ్ లియన్స్, మర్యలేబొన్ క్రికెట్ క్లబ్, సుర్రీ, వొర్సెస్టర్సిటిర్, వొర్సెస్టర్సిటిర్ క్రికెట్ బోర్డ్"
216184,"['Essex', 'Essex 2nd XI', 'Kent', 'Kent 2nd XI', 'Middlesex']","ఎస్సెక్స్, ఎస్సెక్స్ 2న్ద్ క్సీ, కెంట్, కెంట్ 2న్ద్ క్సీ, మిడ్లెసెక్సెక్స్"
211855,"['England', 'Chittagong Vikings', 'Comilla Victorians', 'England Development Programme Under-19s', 'England Lions', 'England Under-19s', 'Essex', 'Hampshire', 'Hampshire 2nd XI', 'Marylebone Cricket Club Young Cricketers', 'Mountaineers', 'Pakhtoons', 'Peshawar Zalmi', 'Prime Bank Cricket Club', 'Rangpur Riders', 'Sheikh Jamal Dhanmondi Club', 'Team James Vince', 'Team Morgan', 'Wiltshire']","ఇంగ్లాండ్, ఇంగ్లాండ్ డెవెలప్మెంట్ ప్రోగ్రామీ అండర్ -19స్, ఇంగ్లాండ్ లియన్స్, ఇంగ్లాండ్ అండర్ -19స్, చిత్తగొంగ్ వికింగ్స్, కోమిల్లా విక్టోరియన్స్"
414108,"['England Under-15s', 'England Under-19s', 'Surrey', 'Surrey Under-15s', 'Surrey Under-17s', 'Surrey Under-19s']","ఇంగ్లాండ్ అండర్ -15స్, ఇంగ్లాండ్ అండర్ -19స్, సుర్రీ, సుర్రీ అండర్ -15స్, సుర్రీ అండర్ -17స్, సుర్రీ అండర్ -19స్"
11873,"['Glamorgan', 'Orange Free State', 'Yorkshire']","గ్లామర్గాన్గాన్, ఓరంజ్ ఫ్రీ స్టేట్, యార్క్షిర్"
11786,"['Essex', 'Leicestershire']","ఎస్సెక్స్, లైచేస్టర్షిర్"
11875,"['England', 'Yorkshire']","ఇంగ్లాండ్, యార్క్షిర్"
12457,"['Durham', 'Durham 2nd XI', 'Durham Cricket Board', 'Kent']","దుర్హం, డర్హామ్ 2న్ద్ క్సీ, దుర్హం క్రికెట్ బోర్డ్, కెంట్"
11963,"['England', 'Middlesex']","ఇంగ్లాండ్, మిడ్లెసెక్సెక్స్"
641801,"['Derbyshire 2nd XI', 'England Development Programme Under-19s', 'England Under-19s', 'Leicestershire', 'Staffordshire Under-17s']","ఇంగ్లాండ్ డెవెలప్మెంట్ ప్రోగ్రామీ అండర్ -19స్, ఇంగ్లాండ్ అండర్ -19స్, డెర్బీషైర్ 2న్ద్ క్సీ, లైచేస్టర్షిర్, స్టఫ్టాఫోర్డ్షిర్ అండర్ -17స్"
11810,"['Glamorgan', 'Wales Minor Counties']","గ్లామర్గాన్గాన్, వాల్స్ మైనర్ కంటీస్"
11914,"['England', 'Worcestershire']","ఇంగ్లాండ్, వొర్సెస్టర్సిటిర్"
11929,"['Derbyshire', 'Lincolnshire', 'Nottinghamshire']","డెర్బిషిషిర్, లింకాల్న్షిర్, నొట్టింగ్జాంషిర్"
521637,"['England', 'England Under-19s', 'Islamabad United', 'Nelson Mandela Bay Giants', 'Northamptonshire', 'Northamptonshire 2nd XI', 'Northamptonshire Under-13s', 'Northamptonshire Under-14s', 'Northamptonshire Under-15s', 'Nottinghamshire']","ఇంగ్లాండ్, ఇంగ్లాండ్ అండర్ -19స్, ఇస్లామాబాద్ యునిటెడ్, నెల్సన్ మండెల బే జియాంట్స్, నోర్తంప్టోనాంశీరే, నార్తాంప్టన్షైర్ 2న్ద్ క్సీ"
894087,"['Hampshire', 'Hampshire 2nd XI', 'Oxford MCCU', 'Worcestershire 2nd XI']","హంపిషిర్, హాంప్‌షైర్ 2న్ద్ క్సీ, ఆక్స్ఫార్డ్ ఎం.సీ.సీ.యూ., వోర్సెస్టర్షైర్ 2న్ద్ క్సీ"
297036,"['England Women', 'Loughborough Lightning', 'Melbourne Stars Women', 'Sapphires', 'Southern Vipers', 'Staffordshire Women', 'Sussex Women']","ఇంగ్లాండ్ వోమెన్, లుగ్బరో లైట్నింగ్, మెల్బోర్న్ స్టర్స్ వోమెన్, సప్ఫిర్స్, సౌచర్న్ విపర్స్, స్టఫ్టాఫోర్డ్షిర్ వోమెన్"
256956,"['Colombo Kings', 'Dhaka Platoon', 'Durham MCCU', 'ECB Development of Excellence XI', 'Kabul Zwanan', 'Malden Wanderers', 'Marylebone Cricket Club', 'Multan Sultans', 'Rajshahi Kings', 'St Kitts and Nevis Patriots', 'Surrey', 'Surrey 2nd XI', 'Sussex', 'Warwickshire']","కొలంబో కింగ్స్, దాకా ప్లేటన్, దుర్హం ఎం.సీ.సీ.యూ., ఇ.సీ.బీ. డెవెలప్మెంట్ ఆఫ్ ఎక్సలెన్స్ క్సీ, కబుల్ జ్వాన్యాన్, మాల్డెన్ వాండెరర్స్"
12466,"['England', 'Kent', 'Nottinghamshire']","ఇంగ్లాండ్, కెంట్, నొట్టింగ్జాంషిర్"
290516,"['Bedfordshire', 'Durham', 'Durham 2nd XI', 'Northamptonshire']","బెద్ఫోర్డ్షర్డిర్, దుర్హం, డర్హామ్ 2న్ద్ క్సీ, నోర్తంప్టోనాంశీరే"
878039,"['England Academy Women', 'England Women', 'Lancashire Thunder', 'Lancashire Women', 'Thunder', 'Trailblazers']","ఇంగ్లాండ్ అకాడమీ వోమెన్, ఇంగ్లాండ్ వోమెన్, లంచేషీర్ తుండర్, లంచేషీర్ వోమెన్, తుండర్, ట్రైల్యాల్‌బ్లేజర్స్"
12490,"['England', 'Surrey']","ఇంగ్లాండ్, సుర్రీ"
12518,"['England', 'Yorkshire']","ఇంగ్లాండ్, యార్క్షిర్"
12504,"['England', 'Derbyshire']","ఇంగ్లాండ్, డెర్బిషిషిర్"
12514,"['England', 'Berkshire', 'Middlesex', 'Northamptonshire', 'Western Province']","ఇంగ్లాండ్, బెర్క్షిర్, మిడ్లెసెక్సెక్స్, నోర్తంప్టోనాంశీరే, వెస్టర్న్ ప్రోవిన్స్"
12675,"['Cornwall', 'England Under-19s', 'Somerset']","ఇంగ్లాండ్ అండర్ -19స్, కార్న్వాల్, సోమర్సెట్"
12523,"['England', 'Hampshire', 'Kent', 'Oxford University']","ఇంగ్లాండ్, హంపిషిర్, కెంట్, ఆక్స్ఫార్డ్ యూనివర్సిటీ"
12493,"['Derbyshire', 'Sussex']","డెర్బిషిషిర్, సస్సెక్స్"
12507,"['England', 'Kent', 'Tasmania']","ఇంగ్లాండ్, కెంట్, తస్మానియా"
255301,"['Durham 2nd XI', 'England Under-19s', 'Middlesex', 'Middlesex 2nd XI']","ఇంగ్లాండ్ అండర్ -19స్, డర్హామ్ 2న్ద్ క్సీ, మిడ్లెసెక్సెక్స్, మిడిల్‌సెక్స్ 2న్ద్ క్సీ"
300073,"['Durham', 'Leicestershire', 'Leicestershire 2nd XI', 'Marylebone Cricket Club', 'Marylebone Cricket Club Young Cricketers', 'Middlesex 2nd XI', 'Mountaineers']","దుర్హం, లైచేస్టర్షిర్, లీసెస్టర్షైర్ 2న్ద్ క్సీ, మర్యలేబొన్ క్రికెట్ క్లబ్, మర్యలేబొన్ క్రికెట్ క్లబ్ యంగ్ క్రికెటర్స్, మిడిల్‌సెక్స్ 2న్ద్ క్సీ"
12543,"['England', 'Kent']","ఇంగ్లాండ్, కెంట్"
403666,"['Surrey', 'Surrey 2nd XI']","సుర్రీ, సర్రే 2న్ద్ క్సీ"
12492,"['England', 'Middlesex', 'Norfolk']","ఇంగ్లాండ్, మిడ్లెసెక్సెక్స్, నోర్ఫోల్క్"
53763,"['England Women', 'Kent Women']","ఇంగ్లాండ్ వోమెన్, కెంట్ వోమెన్"
12797,"['Cambridge MCCU', 'Kent', 'Kent 2nd XI', 'Suffolk']","కాంబ్రిడ్జ్ ఎం.సీ.సీ.యూ., కెంట్, కెంట్ 2న్ద్ క్సీ, సఫ్ఫోల్క్"
298693,"['Derbyshire', 'Derbyshire 2nd XI', 'Nottinghamshire', 'Nottinghamshire 2nd XI']","డెర్బిషిషిర్, డెర్బీషైర్ 2న్ద్ క్సీ, నొట్టింగ్జాంషిర్, నాటింగ్హామ్షైర్ 2న్ద్ క్సీ"
